what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1307495614633
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1307495614633
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1307495614665
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1307495614696
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1307495614711
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1307495614743
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1307495614774
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1307495614789
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1307495614821
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1307495614836
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1307495614883
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1307495614883
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1307495614883
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1307495614899
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1307495614930
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1307495614930
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1307495614945
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1307495614977
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1307495614977
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1307495614977
os,sysinfo,,,"win32",1307495614992
arch,sysinfo,,,"x86",1307495614992
ws,sysinfo,,,"win32",1307495614992
locale,sysinfo,,,"zh_CN",1307495614992
processors,sysinfo,,,"2",1307495614992
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1307495614992
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1307495614992
java.specification.name,sysinfo,,,"Java Platform API Specification",1307495614992
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1307495614992
java.specification.version,sysinfo,,,"1.6",1307495614992
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1307495614992
java.version,sysinfo,,,"1.6.0_20",1307495614992
java.vm.info,sysinfo,,,"mixed mode",1307495614992
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1307495614992
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1307495614992
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1307495614992
java.vm.specification.version,sysinfo,,,"1.0",1307495614992
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1307495614992
java.vm.version,sysinfo,,,"16.3-b01",1307495614992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307495615008
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1307495615039
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1307495615101
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1307495615460
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1307495615507
