what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307498962618
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307498964896
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307498967189
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498969108
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498970106
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1307498970137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498970418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498970699
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307498983241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498986268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498986299
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1307498986315
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307498998217
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499003958
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.rename.element",1307499003958
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307499016142
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1307499019902
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307499020635
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307499034300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499037670
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499037717
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1307499037717
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307499088713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499093690
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499127167
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.rename.element",1307499127167
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307499129757
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307499135997
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307499138883
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499141800
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499141847
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1307499141847
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307499150661
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307499152190
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307499153157
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307499154795
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307499155856
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307499179958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499182984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307499183031
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1307499183031
