what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1313032251583
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313032251583
java.specification.version,sysinfo,,,"1.6",1313032251583
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313032251583
java.version,sysinfo,,,"1.6.0_26",1313032251583
java.vm.info,sysinfo,,,"mixed mode",1313032251583
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313032251583
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313032251583
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313032251583
java.vm.specification.version,sysinfo,,,"1.0",1313032251583
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313032251583
java.vm.version,sysinfo,,,"20.1-b02",1313032251583
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1313032251754
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1313032251801
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1313032252519
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1313032252566
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1313032252690
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1313032253580
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1313032253736
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032264125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032274874
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1313032276792
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1313032278992
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1313032279366
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1313032279429
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032281691
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032281972
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032282112
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1313032282221
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1313032293937
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1313032294327
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1313032294327
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1313032294327
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1313032294374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032294420
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032296979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032297993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032302610
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1313032385462
error,log,,,"Unable to get CElement for Macro",1313032385681
error,log,,,"Unable to get CElement for Macro",1313032385681
error,log,,,"Unable to get CElement for Macro",1313032385696
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1313032385837
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032396304
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032399175
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032399237
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032399237
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032420547
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032433448
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032436583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032439267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032439298
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032439313
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032445460
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032451123
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032466785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032469328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032469359
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032469375
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032473633
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032476223
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032517048
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032534302
error,log,,,"Unable to get CElement for Macro",1313032548326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1313032548342
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313032556657
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032558420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032561836
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032561883
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032561883
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032565658
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032579760
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1313032609073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1313032612755
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1313032615921
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313032632504
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313032644641
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1313032648073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032661645
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.format",1313032662675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032663595
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032666840
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032666871
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032666871
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032671301
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032674125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032689647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032696698
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032696729
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032696745
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032700333
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032702657
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1313032706292
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032707244
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032711300
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032711940
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032713874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313032713921
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1313032713921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032717056
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032719178
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313032743046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1313032746774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313032806429
