what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506719314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506720820
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307506726146
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1307506728373
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307506729515
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1307506731483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506733559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506734736
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1307506734751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506735137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506735462
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1307506742598
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506748041
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307506748077
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1307506748104
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1307506749929
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1307506750020
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1307506750039
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1307506750041
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1307506750082
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307506774834
