what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1312866026841
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1312866026841
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1312866026941
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1312866027001
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1312866027071
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1312866027101
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1312866027111
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1312866027141
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1312866027241
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1312866027271
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1312866027281
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1312866027281
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1312866027281
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1312866027301
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1312866027361
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1312866027381
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1312866027431
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1312866027451
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1312866027591
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1312866027641
os,sysinfo,,,"win32",1312866027651
arch,sysinfo,,,"x86",1312866027651
ws,sysinfo,,,"win32",1312866027651
locale,sysinfo,,,"zh_CN",1312866027651
processors,sysinfo,,,"2",1312866027651
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1312866027651
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1312866027651
java.specification.name,sysinfo,,,"Java Platform API Specification",1312866027651
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312866027651
java.specification.version,sysinfo,,,"1.6",1312866027651
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1312866027651
java.version,sysinfo,,,"1.6.0_26",1312866027651
java.vm.info,sysinfo,,,"mixed mode",1312866027651
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1312866027651
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1312866027651
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1312866027651
java.vm.specification.version,sysinfo,,,"1.0",1312866027651
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1312866027651
java.vm.version,sysinfo,,,"20.1-b02",1312866027651
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1312866027831
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1312866027861
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1312866027871
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1312866028121
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1312866028161
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1312866028731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866029431
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866145101
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1312866146571
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1312866149021
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1312866149261
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1312866149301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866150711
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866150931
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312866151011
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1312866151041
error,log,,,"Error starting process.",1312866156481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866156491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866167251
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1312866168251
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1312866171791
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866200101
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866219081
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312866219841
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1312866221171
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1312866258051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312866258401
