what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1312880485123
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1312880485167
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312880485189
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1312880485227
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1312880491807
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1312880491816
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1312880491818
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312880499839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880503025
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880503075
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312880503078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312880512270
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880514626
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880514670
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312880514673
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880539708
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880544987
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880585582
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880585621
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312880585624
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312880595863
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880598463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880598510
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312880598514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312880633094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312880635907
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312880641931
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312880645592
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1312880728517
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1312880733711
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1312880739598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312880741140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1312880756139
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312880778072
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1312880823483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880828929
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880828978
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1312880828981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880829107
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312880830493
